SỐ GPLH,NGÀY HẾT HẠN,Tên nguyên liệu,PHÂN LOẠI,TIÊU CHUẨN,CƠ SỞ SẢN XUẤT NGUYÊN LIỆU,NƯỚC SẢN XUẤT NGUYÊN LIỆU,ĐỊA CHỈ CƠ SỞ SẢN XUẤT NGUYÊN LIỆU,PHẢI CẤP PHÉP NHẬP KHẨU
VD-35770-22,2027-09-09T00:00:00+07:00,Glycerin đậm đặc,Tá dược,USP 40,FLG Oleo Chemicals SDN BHD,Malaysia,Lot 3831 Kuantan Port Industrial Area Tanjung Gelang. Peti Surat 26 Pejabat Pos Balok 26080 Kuantan Pahang Darul Makmur Malaysia,False
VD-35771-22,2027-09-09T00:00:00+07:00,"Sodium disulfite (sodium metabisulfite) EMPROVE® ESSENTIAL Ph Eur,BP,JP,NF,E 223",Tá dược,"E223, EP, BP, JP, NF hiện hành",Merck KGaA,Đức,"Frankfurter Strabe 250, 64293 Darmstadt (Germany)",False
VD-35771-22,2027-09-09T00:00:00+07:00,Sodium disulfite (sodium metabisulfite),Tá dược,"E223, EP, BP, JP, NF hiện hành",Merck KGaA,Đức,"Frankfurter Strabe 250, 64293 Darmstadt, Germany",False
VD-35771-22,2027-09-09T00:00:00+07:00,Sulfuric acid 95-98%,Tá dược,"EP, BP, FCC, E524, JP, NF hiện hành",Merck KGaA,Đức,"Frankfurter Strabe 250, 64293 Darmstadt, Germany",False
VD-35771-22,2027-09-09T00:00:00+07:00,Titriplex III (ethylenedinitrilotetraacetic acid disodium salt dihydrate),Tá dược,"ACS, ISO, Reag. EP hiện hành",Merck KGaA,Đức,"Frankfurter Strabe 250, 64293 Darmstadt, Germany",False
VD-35771-22,2027-09-09T00:00:00+07:00,Sodium disulfite (sodium metabisulfite),Tá dược,"E223, EP, BP, JP, NF hiện hành",Merck KGaA,Đức,"Frankfurter Strabe 250, 64293 Darmstadt, Germany",False
VD-35771-22,2027-09-09T00:00:00+07:00,Titriplex III (ethylenedinitrilotetraacetic acid disodium salt dihydrate),Tá dược,"ACS, ISO, Reag. EP hiện hành",Merck KGaA,Đức,"Frankfurter Strabe 250, 64293 Darmstadt, Germany",False
VD-35771-22,2027-09-09T00:00:00+07:00,Sodium hydroxide pellets,Tá dược,"EP, BP, NF, Ph Franc hiện hành",Merck KGaA,Đức,"Frankfurter Strabe 250, 64293 Darmstadt, Germany",False
VD-35771-22,2027-09-09T00:00:00+07:00,Tobramycin sulfat,Dược chất,USP hiện hành +NSX,"LIVZON GROUP FUZHOU FUXING PHARMACEUTICAL CO., LTD.",CHINA,"No.8 Nangang Road, Jiangyin Industrial Concentration Zone, Fuqing, Fuzhou City, Fujian Province, P.R.China",False
VD-35771-22,2027-09-09T00:00:00+07:00,"Sulfuric acid 95-98% EMPROVE® ESSENTIAL Ph Eur,BP,JPE,NF",Tá dược,"EP, BP, FCC, E524, JP, NF hiện hành",Merck KGaA,Đức,"Frankfurter Strabe 250, 64293 Darmstadt (Germany)",False
VD-35771-22,2027-09-09T00:00:00+07:00,Sulfuric acid 95-98%,Tá dược,"EP, BP, FCC, E524, JP, NF hiện hành",Merck KGaA,Đức,"Frankfurter Strabe 250, 64293 Darmstadt, Germany",False
VD-35771-22,2027-09-09T00:00:00+07:00,Sodium hydroxide pellets,Tá dược,"EP, BP, NF, Ph Franc hiện hành",Merck KGaA,Đức,"Frankfurter Strabe 250, 64293 Darmstadt, Germany",False
VD-35772-22,2027-09-09T00:00:00+07:00,Ticagrelor,Dược chất,NSX,"Nantong Chanyoo Pharmatech Co., Ltd",CHINA,"No. 2 Tonghai Si Road, Yangkou Chemical Industrial Park, Rudong Coastal Economic Development Zone, Nantong, Jiangsu Province, 226407, China.",False
VD-35775-22,2027-09-26T00:00:00+07:00,Paracetamol,Dược chất,USP 41,"Hebei jiheng (group) pharmaceutical co., ltd",CHINA,No. 1 Weiwu Street Hengshui  Industrial Park Hebei Province,False
VD-35775-22,2027-09-26T00:00:00+07:00,Methocarbamol,Dược chất,USP 40,Granules India Limited,INDIA,"Plot No.15 A/l, IDA, Phase-III, Jeedimetla, Quthbullapur Mandal, Medchal-Malkajgiri Dist-Telangana state",False
VD-35776-22,2027-09-26T00:00:00+07:00,Rupatadine fumarate,Dược chất,Nhà sản xuất,Enaltec Labs Pvt. Ltd,INDIA,"Plot No. 204, Nashik-mumbai Highway, Vadivarhe, Tal-Igatpuri, District-Nashik-422 403, India.",False
VD-35777-22,2027-09-26T00:00:00+07:00,Prednisolone,Dược chất,USP 41,"Tianjin Tianyao Pharmaceuticals Co., Ltd.",CHINA,"No.19, XINYE 9th Street, West Area of Tianjin Economic-Technological Development Area (TEDA), Tianjin",False
VD-35778-22,2027-09-26T00:00:00+07:00,Rivaroxaban,Dược chất,Nhà sản xuất,"Jiangxi Synergy Pharmaceutical Co., LTD.",CHINA,"Jiangxi Fengxin Industrial Park, Fengxin 330700, Jiangxi Province, P.R",False
VD-35779-22,2027-09-26T00:00:00+07:00,Rivaroxaban,Dược chất,Nhà sản xuất,"Jiangxi Synergy Pharmaceutical Co., LTD.",CHINA,"Jiangxi Fengxin Industrial Park, Fengxin 330700, Jiangxi Province, P.R",False
VD-35781-22,2027-09-26T00:00:00+07:00,Rebamipide,Dược chất,JP 17,Daehe Biopharma,Korea,"Hyeomnyeok-ro 150, Siheung city, Gyeonggi-do, Korea",False
VD-35782-22,2027-09-26T00:00:00+07:00,Zopiclon,Dược chất,EP 10.0,Joint Stock Company “Grindeks”,Latvia,"53, Krustpils street, Riga, LV 1057",False
VD-35782-22,2027-09-26T00:00:00+07:00,Zopiclon,Dược chất,EP 10.0,Centaur Pharmaceuticals private limited,Ấn Độ,"Plot No.75, 76 & 76/1 Chikhloli Midc, Ambernath (west), Thane 421501, Maharashtra state",False
VD-35783-22,2027-09-26T00:00:00+07:00,Glimepirid,Dược chất,EP 10.0,"Zhejiang Hengkang Pharmaceutical Co., Ltd.",CHINA,"No.1 Longxiang Road, Hairun Street, Sanmen, Zhejiang, China",False
VD-35784-22,2027-09-26T00:00:00+07:00,Glimepirid,Dược chất,EP 10.0,"Zhejiang Hengkang Pharmaceutical Co., Ltd.",CHINA,"No.1 Longxiang Road, Hairun Street, Sanmen, Zhejiang, China",False
VD-35786-22,2027-09-26T00:00:00+07:00,Escin,Dược chất,NSX,Indena S.p.A,ITALY,"Via Don Minzoni 6, 20090 Settala (MI) – ITALY",False
VD-35787-22,2027-09-26T00:00:00+07:00,Benfotiamine,Dược chất,TC NSX,Ami lifesciences Pvt. Ltd,INDIA,"Block No.82/B, Ecp Road, At & Post., Karakhadi, Jal-Padra, Karakhadi -391 450, District Vadodara, India",False
VD-35788-22,2027-09-26T00:00:00+07:00,Bisoprolol fumarate,Dược chất,EP 9.0,Arevipharma GmbH,GERMANY,"Meissner Strasse 35, D-01445 Radebeul, Germany.",False
VD-35789-22,2027-09-26T00:00:00+07:00,Chymotrypsin,Dược chất,USP 38,Faizyme Laboratories (Pty) Ltd,South Africa,"""Valota Farm"" old ottery Road Philippi 7785 Cape Town South Africa",False
VD-35790-22,2027-09-26T00:00:00+07:00,Levetiracetam,Dược chất,USP 41,"Zhejiang Huahai Pharmaceutical Co., Ltd.",CHINA,"Chuannan, Duqiao, Linhai Zhejiang 317016, China.",False
VD-35792-22,2027-09-26T00:00:00+07:00,Eperisone hydrochloride,Dược chất,JP 17,SHARON BIO – MEDICINE LTD.,INDIA,NA,False
VD-35793-22,2027-09-26T00:00:00+07:00,Clindamycin hydrochloride,Dược chất,USP 39,"XINYU PHARMACEUTICAL CO., LTD.",CHINA,NA,False
VD-35794-22,2027-09-26T00:00:00+07:00,Tigecycline,Dược chất,USP 41,"FUAN PHARMACEUTICAL GROUP CHONGQING BOSEN PHARMACEUTICAL CO., LTD.",CHINA,NA,False
VD-35795-22,2027-09-26T00:00:00+07:00,Cefradine,Dược chất,EP 9.0,"Centrient Pharmaceuticals Spain, S.A.",Spain,NA,False
VD-35797-22,2027-09-26T00:00:00+07:00,Cefradine,Dược chất,EP 9.0,"Centrient Pharmaceuticals Spain, S.A.",Spain,NA,False
VD-35798-22,2027-09-26T00:00:00+07:00,Betahistine dihydrochloride,Dược chất,BP 2020,Ami Lifesciences Pvt. Ltd.,INDIA,NA,False
VD-35799-22,2027-09-26T00:00:00+07:00,Loratadine,Dược chất,USP 42,Vasudha Pharma Chem Limited.,INDIA,NA,False
VD-35800-22,2027-09-26T00:00:00+07:00,Esomeprazole magnesium trihydrate,Dược chất,USP 41,Metrochem API Private Limited,INDIA,NA,False
VD-35801-22,2027-09-26T00:00:00+07:00,Cefprozil monohydrate,Dược chất,USP 42,Covalent Laboratories Private Limited,INDIA,NA,False
VD-35802-22,2027-09-26T00:00:00+07:00,Cefprozil monohydrate,Dược chất,USP 42,Covalent Laboratories Private Limited,INDIA,NA,False
VD-35803-22,2027-09-26T00:00:00+07:00,Rupatadine fumarate,Dược chất,In house,Cadila Pharmaceuticals Ltd,INDIA,NA,False
VD-35805-22,2027-09-26T00:00:00+07:00,Tranexamic acid,Dược chất,EP 8.0/USP 38,"Asahi Kasei Finechem Co., Ltd.
 Nobeoka Pharmaceuticals Plant",Japan,"6-2633-7, Asahimachi, Nobeoka, Miyazaki Prefecture, Japan",False
VD-35806-22,2027-09-26T00:00:00+07:00,Captopril,Dược chất,"EP 8.0, BP 2016, USP 40, TCCS","Zhejiang Huahai Pharmaceutical Co., Ltd.",CHINA,"Xunqiao, Linhai, Zhejiang:Chuannan Duqiao, Linhai, Zhejiang, China",False
VD-35807-22,2027-09-26T00:00:00+07:00,Sắt nguyên tố (dưới dạng sắt (III) hydroxid polymaltose),Dược chất,TCCS,WEST BENGAL CHEMICAL INDUSTRIES LIMITED,INDIA,"145/1, Jessore Road, Kolkata – 700 089, India",False
VD-35807-22,2027-09-26T00:00:00+07:00,Acid folic,Dược chất,USP 40/BP2016/EP8.0,DSM Nutritional Products AG,Switzerland,"Hauptstrasse 4, 4334 Sisseln, Switzerland",False
VD-35807-22,2027-09-26T00:00:00+07:00,Tutti Fruity Flavor A1187577,Tá dược,TCCS,PT Mane Indonesia,Indonesia,"Jl. Jababeka XVI Blok V 66, Kawasan Industri Jababeka Cikarang, Desa Pasirgombong, Cikarang Utara, Bekasi, Jawa Barat 17530, Indonesia",False
VD-35807-22,2027-09-26T00:00:00+07:00,Sắt nguyên tố (dưới dạng sắt (III) hydroxid polymaltose),Dược chất,TCCS,BIOFER S.p.A.,Italia,"Via Canina, 2 – 41036 Medolla (MO) Italia",False
VD-35807-22,2027-09-26T00:00:00+07:00,Acid folic,Dược chất,USP 40/BP2016/EP8.0/TCCS,"Hebei Jiheng (Group) Pharmaceutical Co., Ltd",CHINA,"368 jianshe street, hengshui city, Hebei 053000, Trung Quốc",False
VD-35808-22,2027-09-26T00:00:00+07:00,Levetiracetam,Dược chất,EP8/BP2016/USP 40/TCCS,Divi’s Laboratories limited,INDIA,"Unit-I, Lingojigudem Village, Choutuppal Mandal, Nalgonda District-508 252, Telangana, India",False
VD-35808-22,2027-09-26T00:00:00+07:00,Levetiracetam,Dược chất,EP8/BP2016/USP 40/TCCS,"Amoli organics Pvt.Ltd.,",INDIA,"Block No. 422, ECP Canal Road, Village-Luna, Tal-Padra, Dist: Vadodara, India. Pin code 391440",False
VD-35809-22,2027-09-26T00:00:00+07:00,Xylometazolin hydroclorid,Dược chất,BP 2018/EP 9.0/USP 41/TCCS,"Wuhan Wuyao Pharmaceutical Co., Ltd",CHINA,"No. 18 Wangfen Road, Fuchi Town, Yangxin County, Huangshi City, Hubei Province, China",False
VD-35809-22,2027-09-26T00:00:00+07:00,Xylometazolin hydroclorid,Dược chất,BP 2018/EP 9.0/USP 41/TCCS,IPOCHEM Sp. Z.o.o.,Poland,"6 Annopol Street, 03-236 Warsaw, Poland",False
VD-35810-22,2027-09-26T00:00:00+07:00,Rifamycin natri,Dược chất,EP 9.0,"Zhengzhou Minzhong pharmaceutical Co.,Ltd.",CHINA,"Intersection of Sigangliandong Ave. and zhengshang Rd.,Economic
 Development Zone, Zhengzhou, Henan, China",False
VD-35811-22,2027-09-26T00:00:00+07:00,Budesonid,Dược chất,BP 2018/EP 9.0/USP40/TCCS,Sicor Societa Italiana Corticosteroidi S.r.l.,ITALY,"Tenuta S. Alessandro 13408, Santhia (Vercelli), Italy",False
VD-35811-22,2027-09-26T00:00:00+07:00,Budesonid,Dược chất,BP 2018/EP 9.0/USP40/TCCS,"Hubei Gedian Humanwell Pharmaceutical Co., Ltd",CHINA,"Gedian Economic Development District, E-zhou City, Hubei Province, China",False
VD-35811-22,2027-09-26T00:00:00+07:00,Budesonid,Dược chất,BP 2018/EP 9.0/USP40/TCCS,CRYSTAL PHARMA S.A.U.,Spain,"Parque Tecnológico Boecillo, Parcela 105, Boecillo, 47151 Valladolid España (Spain)",False
VD-35811-22,2027-09-26T00:00:00+07:00,Budesonid,Dược chất,BP 2018/EP 9.0/USP40/TCCS,Symbiotica Speciality Ingredients Sdn. Bhd.,Malaysia,"No. 518, Jalan Waja 4, Taman Industri Waja, 09000 Kulim, Kedah, Malaysia",False
VD-35811-22,2027-09-26T00:00:00+07:00,HFA 134a (Norflurane),Tá dược,BP 2018/ EP 9.0,SRF Limited,India,"D-2/1 GIDC Phase-II, PCPIR, Dahej, Tal. Vagra, Dist. Bharuch 392 130, Gujarat, India",False
VD-35812-22,2027-09-26T00:00:00+07:00,Paracetamol,Dược chất,BP,"Anqiu LuAn Pharmaceutical Co., Ltd.",CHINA,"No.35, Weixu North Road, Anqiu City, Shandong Province, China.",False
VD-35813-22,2027-09-26T00:00:00+07:00,Mebeverin hydrochlorid,Dược chất,BP 2018,Synthokem Labs Private Limited,INDIA,"P.B.No.1911, B-5, Industrial Estate, Sanathnagar, Hyderabad-500 018, Telangana State, India",False
VD-35814-22,2027-09-26T00:00:00+07:00,Ciprofloxacin,Dược chất,EP 9.0 đến EP 9.8 (+ CEP),Quimica Sintetica S.A.,Spain,"Địa chỉ: C/Dulcinea S/N Spain - 28805 Alcala De Henares, Madrid.",True
VD-35814-22,2027-09-26T00:00:00+07:00,Ciprofloxacin,Dược chất,EP 9.0 đến EP 9.8 (+ CEP),Neuland Laboratories Limited,INDIA,"Địa chỉ: Plot No. 92, 93, 94, 257, 258, 259, IDA, Pashamylaram, Isnapur, Patancheru (M), Sangareddy Dist. 502 319, Telangana, India.",True
VD-35815-22,2027-09-26T00:00:00+07:00,Levocetirizine dihydrochloride,Dược chất,USP 42 đến USP hiệnhành,Metrochem API Pvt Ltd,INDIA,"Địa chỉ: Unit IV, Plot No. 34B, 40B & 60B, J.N. Pharma City, Thanam (V), Parawada (M), Visakhapatnam Dist - 531021, Andhra Pradesh, India.",False
VD-35816-22,2027-09-26T00:00:00+07:00,Bambuterol hydrochloride,Dược chất,BP hiện hành,Aarti Industries Limited,INDIA,"Plot No D-53, Phase-II, M.I.D.C., Kalyanshil Road, Dombivali (East) Dist. Thane-421204, Maharashtra, India.",False
VD-35816-22,2027-09-26T00:00:00+07:00,Bambuterol hydrochloride,Dược chất,BP hiện hành,Aarti Pharmalabs Limited,INDIA,"Plot No D-53, Phase II, M.I.D.C Kalyanshil, RD Dombivali (East) Thane 421204,
 Maharashtra State, India.",False
VD-35817-22,2027-09-26T00:00:00+07:00,Glimepiride,Dược chất,USP 41,Rini Life Science Pvt. Ltd.,INDIA,"R.R. Industrial Estate, Khasra No.115/2/3, Bhawrasla, Sanwer Road, Indore-452 015, India",False
VD-35818-22,2027-09-26T00:00:00+07:00,Alverine citrate,Dược chất,EP 9,"Jiangsu Cale New Material Co., Ltd.",CHINA,"Zhongshan 3rd road, Coastal Chemical Industry Park, Yancheng, Jiangsu, China",False
VD-35819-22,2027-09-26T00:00:00+07:00,Levofloxacin hemihydrate,Dược chất,USP 41,"Shaoxing Jingxin Pharmaceutical Co., Ltd.",CHINA,"No.31, Weisan Road Hangzhou Bay Shangyu Economic and Technological Development Area, Zhejiang Province,  P.R.China-312369",True
VD-35819-22,2027-09-26T00:00:00+07:00,Levofloxacin hemihydrate,Dược chất,USP 41,"Shangyu Jingxin Pharmaceutical Co., Ltd.",CHINA,"No. 31 Weisan Road, Hangzhou Bay Shangyu Economic and Technological Development Area, Shangyu, Zhejiang Province, China-312369",True
VD-35819-22,2027-09-26T00:00:00+07:00,Levofloxacin hemihydrate,Dược chất,USP 41,Aarti Drugs Limited,INDIA,"Địa chỉ văn phòng: Plot No. N-198, MIDC, Tarapur, Tal-Palghar, Dist. Thane-401 506 (M.H.) INDIA
Địa chỉ nhà máy: Plot No. E-120/119/105/106/104, MIDC, Tarapur, Boisar, Tal-Palghar, Dist.-Thane Pin-401 506, Maharashtra, INDIA",True
VD3-58-20,2023-06-15T00:00:00+07:00,Codeine phosphate hemihydrate,Dược chất,EP 9.0,ALCALIBER S.A.U.,Spain,"Central/ Head Office: Calle de Génova 27, Planta 6, 28004 Madrid, Spain
Factory: Avda. Ventalomar, 1, Poligono Industrial, 45007 Toledo, Spain",True
VD3-58-20,2023-06-15T00:00:00+07:00,Paracetamol,Dược chất,BP 2016,"HEBEI JIHENG (GROUP) PHARMACEUTICAL CO., LTD",CHINA,NA,False
VD-35820-22,2027-09-26T00:00:00+07:00,Loratadine,Dược chất,USP 41,Morepen Laboratories Limited,INDIA,"Morepen Village, Nalagarh Road, Near Baddi, Distt. Solan, (H.P.) 173 205, India",False
VD-35822-22,2027-09-26T00:00:00+07:00,Deferasirox,Dược chất,TC NSX,"FARMAK, a.s",Czech Republic,"Na vlčinci 16/3, Klášterní Hradisko, 779 00 Olomouc, Czech Republic.",False
VD-35823-22,2027-09-26T00:00:00+07:00,Colloidal anhydrous silica,Tá dược,BP 2019,Madhu Silica Pvt. Ltd,India,"Plot No.147. G.I.D.C., Vartej Bhavnagar-364060. Gujarst Stale.India",False
VD-35823-22,2027-09-26T00:00:00+07:00,Povidone K30,Tá dược,DĐVN V,"Nanhang Industrial Trade Co., Ltd",China,"Hangzhou, Zhejiang, China",False
VD-35823-22,2027-09-26T00:00:00+07:00,Sucralose,Tá dược,BP 2019,"Xiamen Boao Technology Co., Ltd",China,No.228.Yuhounan Road.Xiamen.Fujian.China,False
VD-35823-22,2027-09-26T00:00:00+07:00,Mannitol,Tá dược,DĐVN V,Roquette,France,"Roquette Freres, 1, Rue De La Haute Loge, 62136 Lestrem, France",False
VD-35823-22,2027-09-26T00:00:00+07:00,Levocetirizine dihydrochloride,Dược chất,USP 40,Metrochem Api Private Limited,INDIA,India,False
VD-35827-22,2027-09-26T00:00:00+07:00,Ticagrelor,Dược chất,TC NSX,GLENMARK LIFE SCIENCES LIMITED,INDIA,"Plot No. Z/103/I, SEZ Phase-II, Dahej, Taluka Vagra, Dist. Bharuch, 392130, Gujarat, India",False
VD-35827-22,2027-09-26T00:00:00+07:00,Ticagrelor,Dược chất,TC NSX,DR. REDDY’S LABORATORIES LIMITED,INDIA,"APIIC Industrial Estate, I.D.A., Pydibhimavaram, Ranasthalam Mandal, Srikakulam District, Andhra Pradesh, India - 532409",False
VD-35828-22,2027-09-26T00:00:00+07:00,Ticagrelor,Dược chất,TC NSX,DR. REDDY’S LABORATORIES LIMITED,INDIA,"APIIC Industrial Estate, I.D.A., Pydibhimavaram, Ranasthalam Mandal, Srikakulam District, Andhra Pradesh, India - 532409",False
VD-35828-22,2027-09-26T00:00:00+07:00,Acid ursodeoxycholic,Dược chất,EP 9.0,"SUZHOU TIANLU BIO-PHARMACEUTICAL CO., LTD",CHINA,"1128 Yinzhong South Road, Wuzhong Economic Development Zone, Suzhou 215124, China",False
VD-35828-22,2027-09-26T00:00:00+07:00,Ticagrelor,Dược chất,TC NSX,GLENMARK LIFE SCIENCES LIMITED,INDIA,"Plot No. Z/103/I, SEZ Phase-II, Dahej, Taluka Vagra, Dist. Bharuch, 392130, Gujarat, India",False
VD-35829-22,2027-09-26T00:00:00+07:00,Acid ursodeoxycholic,Dược chất,EP 9.0,"SUZHOU TIANLU BIO-PHARMACEUTICAL CO., LTD",CHINA,"1128 Yinzhong South Road, Wuzhong Economic Development Zone, Suzhou 215124, China",False
VD-35829-22,2027-09-26T00:00:00+07:00,Prasugrel hydroclorid,Dược chất,TC NSX,AUROBINDO PHARMA LTD,INDIA,"Unit-XI, Survey Nos. 61-66, IDA, Pydibhimavaram-532409, Ranasthalam Mandal, Srikakulam Dist, A.P., India",False
VD-35830-22,2027-09-26T00:00:00+07:00,Enalapril maleat,Dược chất,USP hiện hành,"Zhejiang Huahai Pharmaceutical Co.,Ltd",CHINA,"Xunqiao, Linhai, Zhejiang 317024, China",False
VD-35830-22,2027-09-26T00:00:00+07:00,Hydroclorothiazid,Dược chất,EP hiện hành,"Suzhou Lixin Pharmaceutical Co., Ltd.",CHINA,"No. 21, Tangxi Load, Suzhou New District, 215151, PR China.",False
VD-35831-22,2027-09-26T00:00:00+07:00,Hydroclorothiazid,Dược chất,EP hiện hành,"Suzhou Lixin Pharmaceutical Co., Ltd.",CHINA,"No. 21, Tangxi Load, Suzhou New District, 215151, PR China.",False
VD-35831-22,2027-09-26T00:00:00+07:00,Enalapril maleat,Dược chất,USP hiện hành,"Zhejiang Huahai Pharmaceutical Co.,Ltd",CHINA,"Xunqiao, Linhai, Zhejiang 317024, China",False
VD-35832-22,2027-09-26T00:00:00+07:00,Atropine sulfate,Dược chất,USP hiện hành,Saurav Chemicals Limited,INDIA,"Village Bhagwanpura, Barwala Road, Dera Bassi, District Ajitgarh/S.A.S. Nagar (Mohali), Punjab, India",True
VD-35833-22,2027-09-26T00:00:00+07:00,Atropine sulfate,Dược chất,USP hiện hành,Saurav Chemicals Limited,INDIA,"Village Bhagwanpura, Barwala Road, Dera Bassi, District Ajitgarh/S.A.S. Nagar (Mohali), Punjab, India",True
VD-35834-22,2027-09-26T00:00:00+07:00,Celecoxib,Dược chất,USP 41,Prudence Pharma Chem Limited,INDIA,"Plot No. 7407, Behind Lyka Labs, G.I.D.C Ind, Estate, Ankleshwar – 393002. Dist-Bharuch 393002 Gujarat, India",False
VD-35836-22,2027-09-26T00:00:00+07:00,Chlorpheniramine maleate,Dược chất,USP 41,SUPRIYA LIFESCIENCE LTD,Ấn Độ,"1) Corporate Office:
207/208, Udyog Bhavan, Sonawala Road, Goregaon (East), Mumbai 400 063, Maharashtra, India2) Factory:
A 5/2, Lote Parshuram Industrial Area, M.I.D.C, Tal. – Khed, Dist. – Ratnagiri, Pin: 415 722, Maharashtra, India.",False
VD-35836-22,2027-09-26T00:00:00+07:00,Paracetamol,Dược chất,BP 2018,"ANQIU LU’AN PHARMACEUTICAL 
CO., LTD",Trung Quốc,"No.35, Weixu North Road,  Anqiu City, Shandong Province, 262100 China",False
VD-35837-22,2027-09-26T00:00:00+07:00,Ibuprofen,Dược chất,EP hiện hành,"IOL CHEMICALS AND 
PHARMACEUTICALS LTD",Ấn Độ,"1/ Head Office: 85, Industrial Area “A”, Ludhiana – 141 003 (Pb.) India
2/ Regd.Office: Trident Complex, Raikot Road, Barnala – 148 101 (Pb.) India
3/ Works: Vill Fatehgarh Channa, Mansa Road (Trident Complex) District-Barnala-148101 (PB), India.",False
VD-35838-22,2027-09-26T00:00:00+07:00,Cefdinir,Dược chất,USP 42,"Covalent Laboratories Private
Limited",INDIA,"Survey No. 374, Gundla Machanoor Village, Hathnoor Mandal, Sangareddy Dist – 502 296 Telangana, India.",False
VD-35839-22,2027-09-26T00:00:00+07:00,Isotretinoin,Dược chất,USP 41,"Shanghai New Hualian Pharmaceutical Co., Ltd.",CHINA,"No.217 Minle Road, Shanghai 201419, China.",False
VD-35840-22,2027-09-26T00:00:00+07:00,Octreotide acetate,Dược chất,USP 40,Assia Chemical Industries Ltd,Israel,NA,True
VD-35841-22,2027-09-26T00:00:00+07:00,"Drotaverine 
hydrochloride",Dược chất,TCNSX,"Zhejiang Apeloa Kangyu Pharmaceutical Co.,Ltd",CHINA,NA,False
VD-35842-22,2027-09-26T00:00:00+07:00,Bisoprolol fumarat,Dược chất,EP hiện hành,Supriya Lifescience Ltd.,INDIA,"A-5/2, Lote Parshuram Industrial Area, M.I.D.C., Tal-Khed, Dist – Ratnagiri 415722 Maharashtra State, India.",False
VD-35843-22,2027-09-26T00:00:00+07:00,Dexibuprofen,Dược chất,TC NSX,Solara Active Pharma Sciences Limited,INDIA,"R.S.No. 33 & 34, Mathur Road, Periyakalapet, Puducherry - 605 014, India",False
VD-35844-22,2027-09-26T00:00:00+07:00,Acid folic,Dược chất,EP hiện hành,DSM Nutritional Products Ltd,Switzerland,"Branch Site Sisseln, CH-4334 Sisseln, Switzerland",False
VD-35844-22,2027-09-26T00:00:00+07:00,Sắt Fumarat,Dược chất,USP hiện hành,Salvi Chemical Industries Ltd.,INDIA,"Plot No. E-90, 93, 94, 95, MIDC, Tarapur-Boisar, Pin Code: 401506, Dist. Palghar, Maharashtra, India.",False
VD-35845-22,2027-09-26T00:00:00+07:00,Ketoprofen,Dược chất,USP 41,BEC Chemicals Pvt. Ltd.,INDIA,"Plot No. 24, MIDC, Dhatav, Roha, Dist. Raigad – 402116 Maharashtra, India",False
VD-35846-22,2027-09-26T00:00:00+07:00,Ketotifen fumarat,Dược chất,EP hiện hành,"Zhejiang Huahai Pharmaceutical Co.,Ltd.",CHINA,"Xunqiao, linhai, Zhejiang, 317024, China",False
VD-35847-22,2027-09-26T00:00:00+07:00,Metronidazol,Dược chất,BP 2018,"Hubei Hongyuan Pharmaceutical Technology Co., Ltd",CHINA,"No. 3, Hongyuan Road, Fengshan Town, Luotian County, Huanggang City, Hubei Province, China",True
