SỐ ĐĂNG KÝ LƯU HÀNH,NGÀY HẾT HIỆU LỰC SỐ ĐĂNG KÝ,"TÊN TÁ DƯỢC, VỎ NANGTÊN CƠ SỞ SẢN XUẤT",NƯỚC SẢN XUẤT,TIÊU CHUẨN CHẤT LƯỢNG
VD-32281-19,2024-02-27T00:00:00+07:00,Povidone K30,Basf South East Asia Pte Ltd.,Germany,EP 8.0
VD-32281-19,2024-02-27T00:00:00+07:00,Starch 1500 (Partially Pregelatinized Maize Starch 2001),Colorcon,USA,USP 39
VD-32281-19,2024-02-27T00:00:00+07:00,Tinh bột mì Amidon De Ble TB (Wheat Starch TB),Roquette Freres.,France,EP 8.0
VD-32210-19,,Vỏ nang thuốc bằng Cellulose (Cellulose capsules),ACG Associated Capsules Pvt. Ltd.,Ấn Độ,NSX
VD-33095-19,2024-08-01T00:00:00+07:00,Opadry® II complete film coating system YS-22-18096 white,Shanghai Colorcon Coating Technology Limited,China,In-house
VD-18530-13,2022-04-19T00:00:00+07:00,"Liveo Q7-9120 Silicone Fluid, 350 cst","DDP Specialty Electronic Materials US9, LLC",USA,EP phiên bản hiện hành
VD-27086-17,2022-06-22T00:00:00+07:00,Vỏ nang cứng gelatin số 1,PT. Capsugel Indonesia,Indonesia,NSX
VD-19233-13,2022-02-15T00:00:00+07:00,TRAGACANTH (DEBACTERIZED) (Tên TM: Powdered Gum Tragacanth NF),"Gumix International, Inc.",Mỹ,Current USP
VD-19233-13,2022-02-15T00:00:00+07:00,Sorbitol Solution (Tên TM: Sorbitol 70% Solution (Sorbidex71122)),PT Sorini Agro Asia Corporindo,Indonesia,TCNSX
VD-19233-13,2022-02-15T00:00:00+07:00,SODIUM BENZOATE (Tên TM: Sodium Benzoate NF/FCC-Powder Kalama),Emerald Kalama Chemical LLC,Mỹ,Current USP
VD-29552-18,2023-02-22T00:00:00+07:00,Natri Propylparaben,SHARON LABORATORIES Ltd.,Israel,USP-NF phiên bản hiện hành
VD-29552-18,2023-02-22T00:00:00+07:00,Natri Methylparaben,SHARON LABORATORIES Ltd.,Israel,USP-NF phiên bản hiện hành
VD-29552-18,2023-02-22T00:00:00+07:00,Simethicone emulsion 30%w/w,BASILDON CHEMICAL COMPANY LIMITED.,Vương Quốc Anh,USP phiên bản hiện hành
VD-29552-18,2023-02-22T00:00:00+07:00,Magiê nhôm silicate,"VANDERBILT MINERALS, LLC.",Hoa Kỳ,USP-NF phiên bản hiện hành
VD-29552-18,2023-02-22T00:00:00+07:00,Glycerin,IOI ACIDCHEM SDN BHD,Malaysia,USP phiên bản hiện hành
VD-29552-18,2023-02-22T00:00:00+07:00,Hương dâu,"TFF (THAI FLAVOUR AND FRAGRANCE CO., LTD.)",Thái Lan,TCCS
VD-29552-18,2023-02-22T00:00:00+07:00,Carmoisine,"Sensient Colors, S.A. DE C.V.",Mê xi cô,TCCS
VD-29552-18,2023-02-22T00:00:00+07:00,Acid phosphoric,Merck KGaA,Đức,USP phiên bản hiện hành
VD-29552-18,2023-02-22T00:00:00+07:00,Natri dihydro phosphat,JOST CHEMICAL CO.,Hoa Kỳ,USP phiên bản hiện hành
VD-29552-18,2023-02-22T00:00:00+07:00,Natri Saccharin,PMC SPECIALTIES GROUP INC,Hoa Kỳ,USP phiên bản hiện hành
VD-29552-18,2023-02-22T00:00:00+07:00,Xanthan gum,"TIC GUMS Inc.,",Hoa Kỳ,USP-NF phiên bản hiện hành
VD-29552-18,2023-02-22T00:00:00+07:00,Dung dịch Sorbitol,ROQUETTE,Pháp,USP phiên bản hiện hành
VD-28618-17,2022-09-19T00:00:00+07:00,Polyethylen glycol 6000,INEOS Oxide,Bỉ,USP-NF phiên bản hiện hành
VD-28618-17,2022-09-19T00:00:00+07:00,Simethicon emulsion (30%),"Basildon Chemical Co., Ltd",Anh,USP phiên bản hiện hành
VD-28618-17,2022-09-19T00:00:00+07:00,Màu vàng Sunset,Sensient Colors LLC,Hoa Kỳ,TCCS
VD-28618-17,2022-09-19T00:00:00+07:00,Màu vàng Tartrazin,Sensient Colors LLC,Hoa Kỳ,TCCS
VD-28618-17,2022-09-19T00:00:00+07:00,Titan dioxid,Precheza a.s,Cộng hòa Séc,USP phiên bản hiện hành
VD-28618-17,2022-09-19T00:00:00+07:00,Acid Methacrylic đồng trùng hợp loại  C,Evonik Nutrition & Care GmbH,Đức,USP-NF phiên bản hiện hành
VD-28618-17,2022-09-19T00:00:00+07:00,Natri starch glycolate,"YUNG ZIP CHEMICAL IND.CO., LTD.",Đài Loan,USP-NF phiên bản hiện hành
VD-28618-17,2022-09-19T00:00:00+07:00,Magnesi stearat,OLEON (ASIA-PACIFIC) SDN BHD,Malaysia,USP-NF phiên bản hiện hành
VD-28618-17,2022-09-19T00:00:00+07:00,Bột Talc,"GUANGXI LONGGUANG TALC DEVELOPMENT CO., LTD.",Trung Quốc,USP phiên bản hiện hành
VD-28618-17,2022-09-19T00:00:00+07:00,Povidon K30,BASF Corporation,Hoa Kỳ,USP phiên bản hiện hành
VD-28618-17,2022-09-19T00:00:00+07:00,Tinh bột ngô,ROQUETTE,Pháp,USP-NF phiên bản hiện hành
VD-28618-17,2022-09-19T00:00:00+07:00,Lactose,MEGGLE GmbH & Co. KG,Đức,USP-NF phiên bản hiện hành
VD-22678-15,2021-07-20T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 2 white OP - white OP (44902-44902)",PT. Capsugel Indonesia,Indonesia,In-house
VD-29499-18,2023-02-22T00:00:00+07:00,Opadry® complete film coating system 04B56704 brown,Shanghai Colorcon Coating Technology Limited,China,In-house
VD-25028-16,2021-07-15T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 4 Ivory OP - Ivory OP (38917-38917)",PT. Capsugel Indonesia,Indonesia,In-house
VD-24567-16,2022-05-30T00:00:00+07:00,Opadry® II complete film coating system 03B28796 white,Shanghai Colorcon Coating Technology Limited,China,In-house
VD-26565-17,2022-02-06T00:00:00+07:00,Opadry® complete film coating system 02F28644 white,Shanghai Colorcon Coating Technology Limited,China,In-house
VD-26565-17,2022-02-06T00:00:00+07:00,Kollidon® 25,Basf SE,Germany,EP 9.2
VD-27530-17,2022-06-22T00:00:00+07:00,Opadry® complete film coating system  03B28796 white,Shanghai Colorcon Coating Technology Limited,China,In-house
VD-21101-14,2022-02-05T00:00:00+07:00,Opadry® complete film coating system  03F82964 yellow,Shanghai Colorcon Coating Technology Limited,China,In-house
VD-33095-19,2024-08-01T00:00:00+07:00,Starch 1500® Partially pregelatinized maize starch 2001,Colorcon,United States,EP phiên bản hiện hành
VD-33095-19,2024-08-01T00:00:00+07:00,Kolliphor® SLS Fine,BASF Personal Care and Nutrition GmbH,Germany,EP phiên bản hiện hành
VD-33095-19,2024-08-01T00:00:00+07:00,Kollidon® 90 F,BASF SE,Germany,EP 10.0
VD-27517-17,2022-06-22T00:00:00+07:00,Kolliwax® S Fine,BASF Personal Care and Nutrition GmbH,Germany,Ep phiên bản hiện hành
VD-33891-19,2024-10-23T00:00:00+07:00,Comprecel M102D+,"Mingtai Chemical Co., Ltd.",Taiwan,EP phiên bản hiện hành
VD-33891-19,2024-10-23T00:00:00+07:00,Tablettose® 80,MEGGLE GmbH & Co. KG,Germany,EP phiên bản hiện hành
VD-26562-17,2022-02-06T00:00:00+07:00,Propyl gallate,JPN PHARMA PVT LTD,India,EP phiên bản hiện hành
VD-26562-17,2022-02-06T00:00:00+07:00,Propylene glycol,Dow Chemical Company,USA,EP phiên bản hiện hành
VD-26562-17,2022-02-06T00:00:00+07:00,Propylene glycol,Dow Chemical Company,Thailand,EP phiên bản hiện hành
VD-26562-17,2022-02-06T00:00:00+07:00,Methocel E50 Premium LV Hydroxypropyl Methylcellulose,"Nutrition & Biosciences USA 1, LLC",United States,EP phiên bản hiện hành
VD-20374-13,2022-03-02T00:00:00+07:00,Neosorb P 100 T,Roquette Freres,France,EP phiên bản hiện hành
VD-21114-14,2022-02-23T00:00:00+07:00,KolliphorP 188micro Geismar,BASF Corporation,USA,EP phiên bản hiện hành
VD-25486-16,2022-09-05T00:00:00+07:00,Orange flavour 12026-31,Givaudan Flavours Nantong Ltd.,China,In-house
VD-25486-16,2022-09-05T00:00:00+07:00,Orange flavour 12026-31,Givaudan Schweiz AG,Switzerland,In-house
VD-25029-16,2022-07-15T00:00:00+07:00,Dicalcium phosphate 2-hydrate,Chemische Fabrik Budenheim KG,Germany,EP phiên bản hiện hành
VD-34910-20,2025-12-21T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 1 Lt. Blue OP - Lt. Blue OP (04912-04912)",PT. Capsugel Indonesia,Indonesia,In-house
VD-22670-15,2021-05-26T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 3 STP. Purple OP - STP. Purple OP (29918-29918)",PT. Capsugel Indonesia,Indonesia,In-house
VD-22671-15,2021-05-26T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 0 STD. green TR - natural TR (13905-43000)",PT. Capsugel Indonesia,Indonesia,In-house
VD-20541-14,2021-07-20T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 0 white OP - white OP (44902-44902)",PT. Capsugel Indonesia,Indonesia,In-house
VD-23338-15,2022-03-02T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 2 caramel OP - flesh OP (36913-37923)",PT. Capsugel Indonesia,Indonesia,In-house
VD-22345-15,2021-02-26T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 4 STD. purple OP. - STD. purple OP. (29918-29918)",PT. Capsugel Indonesia,Indonesia,In-house
VD-18851-13,2021-04-10T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 3 white OP - white OP (44901-44901)",PT. Capsugel Indonesia,Indonesia,In-house
VD-24560-16,2021-03-23T00:00:00+07:00,"""Halal"" Hard Gelatin Capsules (Empty Hard Gelatin Capsule) size 1 maroon OP - lavender TR (33905-26901)",PT. Capsugel Indonesia,Indonesia,In-house
VD-34568-20,2025-12-21T00:00:00+07:00,Sodium hydroxide pellets,PANREAC QUIMICA S.L.U,Espana,BP 2014
VD-34568-20,2025-12-21T00:00:00+07:00,Trutti Frutti Flavour,CREATIVE FLAVOURS FRAGRANCES,Singapore,Nhà sản xuất
VD-34568-20,2025-12-21T00:00:00+07:00,Ueno Propyl paraben (Propyl paraben),"UENO FINE CHEMICALS INDUSTRY, LTD",Japan,USP 38
VD-34568-20,2025-12-21T00:00:00+07:00,Ueno Methyl paraben (Methyl paraben),"UENO FINE CHEMICALS INDUSTRY, LTD",Japan,USP 38
VD-34568-20,2025-12-21T00:00:00+07:00,Propyl gallate,"JIURUI BIOLOGY & CHEMISTRY CO., LTD",China,USP 38
VD-34568-20,2025-12-21T00:00:00+07:00,Palmera G995U (Glycerine),PALM-OLEO SDN.BHD,Malaysia,USP 38
VD-34568-20,2025-12-21T00:00:00+07:00,Sorbitol solution 70%,GULSHAN POLYOLS LTD.,India,BP 2014
VD-32794-19,2024-08-01T00:00:00+07:00,Speziol® L2SM GF Pharma (Stearic acid),BASF PERSONAL CARE AND NUTRITION GMBH,Germany,USP 38
VD-32794-19,2024-08-01T00:00:00+07:00,Rectified peppermint oil 60%USP (Tinh dầu bạc hà),SHARP GLOBAL LIMITED.,India,USP 38
VD-32794-19,2024-08-01T00:00:00+07:00,Colloidal Silicon Dioxide (Colloidal silica anhydrous),"ANHUI SUNHERE PHARMACEUTICAL EXCIPIENTS CO., LTD.",China,USP 38
VD-32794-19,2024-08-01T00:00:00+07:00,Sucralose,"TECHNO FOOD INGREDIENTS CO., LTD",China,BP 2014
VD-32794-19,2024-08-01T00:00:00+07:00,Kollidon® 30 (Povidon K30),BASF CORPORATION,USA,USP 38
VD-32794-19,2024-08-01T00:00:00+07:00,Sodium starch glycolate,BLANVER FARMOQUIMICA LTDA.,Brazil,USP 38
VD-32794-19,2024-08-01T00:00:00+07:00,Flowlac 100 (Lactose monohydrate),Molkerei MEGGLE Waserburg GmnH & Co. KG.,Germany,USP 38
VD-32794-19,2024-08-01T00:00:00+07:00,Wheat starch TB,ROQUETTE FRERES,France,BP 2016
VD-34131-20,2025-06-15T00:00:00+07:00,"Benzyl alcohol pure, pharma grade (Benzyl alcohol)",PANREAC QUÍMICA S.L.U,Espana,BP 2018
VD-34131-20,2025-06-15T00:00:00+07:00,PEARLITOL® 200 SD (Manitol),ROQUETTE SINGAPORE PTE LTD,Singapore,USP 40
VD-34131-20,2025-06-15T00:00:00+07:00,L-Aspartic acid,"HEBEI HUAYANG BIOLOGICAL TECHNOLOGY CO., LTD",China,USP 40
VD-34137-20,2025-06-15T00:00:00+07:00,Opadry® II Complete Film Coating System 85F18422 White (Opadry II white ),SHANGHAI COLORCON COATING TECHNOLOGY LIMITED,China,NSX
VD-34137-20,2025-06-15T00:00:00+07:00,Tablude® magnesium stearate (Magnesi stearate),"NITIKA PHARMACEUTICAL SPECIALITIES PVT. LTD., NAGPUR",India,USP 40
VD-34137-20,2025-06-15T00:00:00+07:00,Microtalc Pharma 30 Bags (Talc),MONDO MINERALS B.V,The Netherlands,USP 40
VD-34137-20,2025-06-15T00:00:00+07:00,HDK® N20 Pharma Hydrophilic Pyrogenic silica (Colloidal silica khan),WACKER CHEMIE AG,Đức,USP 40
VD-34137-20,2025-06-15T00:00:00+07:00,Kollidon® CL (Crospovidon),BASF SOUTH EAST ASIA PTE. LTD,Singapore,USP 40
VD-34137-20,2025-06-15T00:00:00+07:00,Kollidon® 30 (Povidon K30),BASF SOUTH EAST ASIA PTE. LTD,Sigapore,USP 40
VD-34137-20,2025-06-15T00:00:00+07:00,FLOCEL ® 101 Plus (Microcrystall in cellulose 101),GUJARAT MICROWAX PRIVATE LIMITED,India,USP 40
VD-34137-20,2025-06-15T00:00:00+07:00,GranuLac® 200 (Lactose monohydrate),MEGGLE USA Inc,USA,USP 40
VD-26109-17,2022-02-06T00:00:00+07:00,Sodium Hydroxide pellets,Panreac Quismica S.L.U.,Espana,USP 34
VD-26109-17,2022-02-06T00:00:00+07:00,Benzyl alcohol,EMD Milipore Corporation,USA,BP 2013
VD-26109-17,2022-02-06T00:00:00+07:00,Lactose Monohydrate Low Endotoxin (Lactose monohydrate),Molkerei Meggle Wasserburg Gmbh & Co. KG,Germany,BP 2013
VD-26109-17,2022-02-06T00:00:00+07:00,Sodium dihydrogen orthophosphate dihydrate,Loba Chemie Pvt. Ltd,India,BP 2013
VD-26109-17,2022-02-06T00:00:00+07:00,Sodium phosphate dibasic dodecahydrate,Loba Chemie Pvt. Ltd,India,BP 2013
VD-28403-17,2022-09-19T00:00:00+07:00,LIQUID PARAFFIN,Parafluid MBH,Germany,BP 2021-VOl.II trang 538
VD-29557-18,2023-02-22T00:00:00+07:00,Opadry AMB II 88A630035 Orange (Tên TM: Opadry AMB II High performance moisture barrier film coating System 88A630035 Orange),Shanghai Colorcon Coating Technology Limited,Trung Quốc,TCNSX
VD-25517-16,2022-09-12T00:00:00+07:00,Opadry AMB II 88A650028 RED (Tên TM: Opadry AMB II High performance moisture barrier film coating System 88A650028 RED),Shanghai Colorcon Coating Technology Limited,Trung Quốc,TCNSX
VD-30176-18,2023-03-27T00:00:00+07:00,Sucralose,JK Sucralose Inc.,Trung Quốc,USP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,"FD&C YELLOW #6, 89 -94% P.D.",Sensient Colors LLC,USA,TCCS  UIP
VD-30176-18,2023-03-27T00:00:00+07:00,Trisodium citrate dihydrate (Tên TM: Trisodium citrate dihydrate TSC N1560),Jungbunzlauer Austria AG,Áo,USP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Orange Jiuce Flavor 74016-34,Givaudan Singapore Pte Ltd,Singapore,TCNSX
VD-30176-18,2023-03-27T00:00:00+07:00,Polyethylene Glycol 1400-1600 (Tên TM: Polyglykol 1500S),Clariant Produkte (Deutschland) GmbH,Đức,USP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Edetate Disodium (Tên TM: Versene NA Chelating Agent),The Dow Chemical Company,Mỹ,USP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Sodium Chloride (Tên TM: Pharmaceutical Sodium Chloride),Dominion Salt (N.I.) Limited,New Zealand,USP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Propylparaben (Tên TM: Ueno Propyl Paraben NF),"Ueno fine chemicals industry, Ltd.",Nhật Bản,EP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Propylene Glycol (Tên TM: Propylene Glycol USP/EP),Dow Chemical Thailand Ltd.,Thái Lan,EP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Propylene Glycol (Tên TM: Propylene Glycol USP/EP),The Dow Chemical Company,Mỹ,EP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Methylparaben (Tên TM: Ueno Methyl Paraben NF),"Ueno fine chemicals industry, Ltd.",Nhật Bản,EP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Sorbitol solution (Tên TM: Sorbitol 70% Solution (Sorbidex71122)),PT Sorini Agro Asia Corporindo,Indonesia,TCNSX
VD-30176-18,2023-03-27T00:00:00+07:00,Sorbitol solution (Tên TM: 421112 L Neosorb 70/20 B),Roquette Freres,Pháp,EP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Sorbitol solution (Tên TM: Neosorb 70/20 B),"Roquette China Co., Ltd.",Trung Quốc,EP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Povidone K-30 (Tên TM: Povidone K30S),"BASF Advanced Chemicals Co., Ltd.",Trung Quốc,USP 39
VD-30176-18,2023-03-27T00:00:00+07:00,Povidone K-30,BASF SE,Đức,USP 39
VD-30176-18,2023-03-27T00:00:00+07:00,Anhydrous Citric Acid (Tên TM: Citric Acid Anhydrous CAA F6000 in 25 kg bags),Jungbunzlauer Austria AG,Áo,EP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Glycerin (Tên TM: Refined Glycerin 99.7 MIN USP),Vance Bioenergy Sdn.Bhd.,Malaysia,USP hiện hành
VD-30176-18,2023-03-27T00:00:00+07:00,Glycerin (Tên TM: Glycerin 99.5% IBC),Emery Oleochemicals (M) Sdn. Bhd.,Malaysia,USP hiện hành
VD-28623-17,2022-09-19T00:00:00+07:00,Lactose monohydrate mesh 200,Friesland Campina DMV B.V,Netherlands,EP hiện hành
VD-28623-17,2022-09-19T00:00:00+07:00,Lactose monohydrate mesh 200,Molkerei MEGGLE Wasserburg GmbH & Co. KG,Germany,EP hiện hành
VD-28623-17,2022-09-19T00:00:00+07:00,Hydroxypropyl Cellulose,"Nippon Soda Co., Ltd.",Japan,TCNSX
VD-28623-17,2022-09-19T00:00:00+07:00,Ethanol 96%,OPC Binh Duong,Việt Nam,VP hiện hành (VP V)
VD-28623-17,2022-09-19T00:00:00+07:00,Opadry II 85G52653 Yellow (Ten TM:OPADRY® II COMPLETE FILM COATING SYSTEM 85G52653 YELLOW),Shanghai Colorcon Coating Technology Limited,China,TCNSX
VD-28623-17,2022-09-19T00:00:00+07:00,Magnesium Stearate (Tên TM: Palmstar Mgst 325-BP/USP/EP Magnesium Stearate),Peter Greven Asia SDN BHD,Malaysia,USP hiện hành
VD-28623-17,2022-09-19T00:00:00+07:00,Microcrystalline cellulose M301,"Mingtai Chemical Co., Ltd",Đài Loan,USP hiện hành
VD-28623-17,2022-09-19T00:00:00+07:00,Starch 1500 (Tên TM: STARCH 1500® PARTIALLY PREGELATINIZED MAIZE STARCH 2001),Colorcon Inc.,USA,TCNSX
VD-22057-14,2022-05-15T00:00:00+07:00,Saccharin sodium,MC Corporation,Hàn Quốc,EP hiện hành
VD-22057-14,2022-05-15T00:00:00+07:00,Saccharin sodium  (Tên TM: Saccharin sodium dihydrate),Merck KgaA,Đức,EP hiện hành
VD-22057-14,2022-05-15T00:00:00+07:00,Sucrose,Thanh Thanh Cong - Bien Hoa Jointstock Company,Việt Nam,USP hiện hành
VD-22057-14,2022-05-15T00:00:00+07:00,"D&C YELLOW #10, 88 -94% P.D.",Sensient Colors LLC,Mỹ,TCCS  UIP
VD-22057-14,2022-05-15T00:00:00+07:00,Trisodium citrate dihydrate (Tên TM: Trisodium citrate dihydrate TSC N1560),Jungbunzlauer Austria AG,Áo,USP hiện hành
VD-22057-14,2022-05-15T00:00:00+07:00,Tutti-Frutti Flavor PFl-373F,International Flavours and Fragrances (Australia) Pty Ltd.,Úc,TCNSX
VD-22057-14,2022-05-15T00:00:00+07:00,Tutti Frutti Flavor  (Tên TM: Tutti Frutti Flavor SN 362409),International Flavors & Fragrances (Greater Asia) Pte Ltd.,Singapore,TCNSX
VD-22057-14,2022-05-15T00:00:00+07:00,Propylene Glycol (Tên TM: Propylene Glycol USP/EP),The Dow Chemical Company,Mỹ,EP hiện hành
VD-22057-14,2022-05-15T00:00:00+07:00,Sorbitol solution (Tên TM: Sorbitol 70% Solution (Sorbidex71122)),PT Sorini Agro Asia Corporindo,Indonesia,TCNSX
VD-22057-14,2022-05-15T00:00:00+07:00,Sorbitol solution (Tên TM: 421112 L Neosorb 70/20 B),Roquette Freres,Pháp,EP hiện hành
VD-22057-14,2022-05-15T00:00:00+07:00,Sorbitol solution (Tên TM: Neosorb 70/20 B),"Roquette China Co., Ltd.",Trung Quốc,EP hiện hành
VD-22057-14,2022-05-15T00:00:00+07:00,Anhydrous Citric Acid (Tên TM: Citric Acid Anhydrous CAA F6000 in 25 kg bags),Jungbunzlauer Austria AG,Áo,EP hiện hành
VD-22057-14,2022-05-15T00:00:00+07:00,Glycerin (Tên TM: Refined Glycerin 99.7 MIN USP),Vance Bioenergy Sdn.Bhd.,Malaysia,USP hiện hành
VD-22057-14,2022-05-15T00:00:00+07:00,Glycerin (Tên TM: Glycerin 99.5% IBC),Emery Oleochemicals (M) Sdn. Bhd.,Malaysia,USP hiện hành
VD-34656-20,2025-11-21T00:00:00+07:00,Tablube® magnesium stearate (Magnesium stearate),"NITIKA PHARMACEUTICAL SPECIALITIES PVT. LTD.,NAGPUR",India,USP 40
VD-34656-20,2025-11-21T00:00:00+07:00,17035 Yellow Iron Oxide (Iron oxide yellow),UNIVAR COLOUR,England,JECFA
VD-34656-20,2025-11-21T00:00:00+07:00,17009 Red Iron Oxide (Iron oxide red),UNIVAR COLOUR,England,JECFA
VD-34656-20,2025-11-21T00:00:00+07:00,LYCATAB PGS (Tinh bột biến tính),ROQUETTE SINGAPORE PTE LTD,Singapore,USP 41
VD-34656-20,2025-11-21T00:00:00+07:00,FLOCEL ® 101 Plus (Microcrystall ine cellulose 101),GUJARAT MICROWAX PRIVATE LIMITED,India,USP 40
VD-34656-20,2025-11-21T00:00:00+07:00,GranuLac® 200 (Lactose monohydrate),"MOLKEREI MEGGLE WASSERBURG GMBH & CO, KG",Germany,EP 9.0
VD-33406-19,2019-10-23T00:00:00+07:00,Hydrochloric acid 37%,VWR INTERNAL LLC.,USA,EP 9.0
VD-33406-19,2019-10-23T00:00:00+07:00,Sodium hydroxide,VWR INTERNAL LLC.,USA,EP 9.0
VD-33406-19,2019-10-23T00:00:00+07:00,L-Cysteine HCl monohydrate,"WUXI JINGHAI AMINO ACID CO., LTD",China,EP 9.0
VD-33406-19,2019-10-23T00:00:00+07:00,Pearlitol PF (Manitol),ROQUETTE FRERES,France,EP 9.0
VD-32836-19,2024-09-01T00:00:00+07:00,Opadry® complete film coating systemYS-1-7700 white,Shanghai Colorcon Coating Technology Limited (COLORCON),China,In house
VD-32836-19,2024-09-01T00:00:00+07:00,Magnesium stearate [Tên thương mại: MACCEL],Accent Microcell Pvt. Ltd.,India,BP 2020
VD-32836-19,2024-09-01T00:00:00+07:00,Magnesium stearate,Faci Asia Pacific Pte. Ltd.,Singapore,BP 2020
VD-32836-19,2024-09-01T00:00:00+07:00,Lycatab C,Roquette Freres,France,EP 10.0
VD-32836-19,2024-09-01T00:00:00+07:00,"Dicalcium phosphate, anhydrous, unmilled (Tên thương mại: A-TAB)",Innophos Inc.,USA,EP 10.0
VD-32836-19,2024-09-01T00:00:00+07:00,Microcrystalline Cellulose M102 (Tên thương mại: Heweten®102),JRS Pharma GmbH & Co. KG,Germany,USP 42
VD-32836-19,2024-09-01T00:00:00+07:00,"Microcrystalline Cellulose M102 (Tên thương mại: Comprecel, type: M102D+)","Mingtai Chemical Co., Ltd",Taiwan,USP 42
VD-31116-18,2023-10-08T00:00:00+07:00,Aspartame,Ajinomoto Co. Inc,Japan,BP 2014
VD-31116-18,2023-10-08T00:00:00+07:00,Polysorbate 80 (Tên thương mại: Sepitrap 80),Seppic/ Seppic S.A,France,Nhà sản xuất
VD-31116-18,2023-10-08T00:00:00+07:00,Aeroperl ®300 Pharma,Evonik Operations GmbH,Germany,BP 2016
VD-31116-18,2023-10-08T00:00:00+07:00,Sodium stearyl fumarate,"Standard Chem & Pharm Co., Ltd",Taiwan,USP hiện hành
VD-31116-18,2023-10-08T00:00:00+07:00,Sodium lauryl sulfate (Tên thương mại: KOLLIPHOR® SLS Fine),BASF Personal Care and Nutrition GmbH,Germany,EP hiện hành
VD-31116-18,2023-10-08T00:00:00+07:00,Xanthan gum 80 mesh,Starlight by nexira,France,BP hiện hành
VD-31116-18,2023-10-08T00:00:00+07:00,Povidon K30  (Tên thương mại: Kollidon 30),BASF Corporation,USA,EP hiện hành
VD-31116-18,2023-10-08T00:00:00+07:00,Mannitol (Tên thương mại: Pearlitol 200SD),Roquette Freres,France,EP hiện hành
VD-31116-18,2023-10-08T00:00:00+07:00,Mannitol (Tên thương mại: Pearlitol 160C),Roquette Freres,France,EP hiện hành
VD3-74-20,2023-12-21T00:00:00+07:00,FD&C Blue No. 1 powder,Sensient Colors LLC,USA,QCVN 2010
VD3-74-20,2023-12-21T00:00:00+07:00,FD&C Red No. 40 (RED 40 CONACERT),"Proquimac PFC, S.A.",Spain,QCVN 2010
VD3-74-20,2023-12-21T00:00:00+07:00,FD&C Yellow No. 6 powder,Sensient Colors LLC,USA,QCVN 2010
VD3-74-20,2023-12-21T00:00:00+07:00,L-Lysine HCl,Shijiazhuang Shixing Amino Acid Co. Ltd.,China,USP 40
VD3-74-20,2023-12-21T00:00:00+07:00,Titanium dioxide,Kronos Canada Inc.,Canada,FCC 9
VD3-74-20,2023-12-21T00:00:00+07:00,Vanillin (Rhovanil),Rhodia Operations,France,USP 39
VD3-74-20,2023-12-21T00:00:00+07:00,Glycerin (Refined Glycerine USP 99.5% Min.),Southern Acids Industries SDN. BHD.,Malaysia,USP 40
